date,month,time_class,color,outcome,my_rating,opp_rating,opp_name,accuracy,opening,url
2024-01-08,2024-01,rapid,white,Loss,1273,1299,ridwannurhidayad,,Queens Pawn Opening Accelerated London Steinitz Countergambit 3.e3 Nc6,https://www.chess.com/game/live/98436289795
2024-01-08,2024-01,rapid,white,Win,1282,1287,ySuza,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 Bf5,https://www.chess.com/game/live/98447062235
2024-01-08,2024-01,rapid,black,Win,1291,1305,DewaNapas7,,Van t Kruijs Opening 1...d5,https://www.chess.com/game/live/98447685943
2024-01-08,2024-01,rapid,white,Loss,1283,1295,Cizma18,,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,https://www.chess.com/game/live/98448272725
2024-01-08,2024-01,rapid,black,Win,1286,990,mightyyyknightyyy,,Clemenz Opening,https://www.chess.com/game/live/98448868341
2024-01-08,2024-01,rapid,black,Win,1289,988,shaobayed0,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98448916833
2024-01-09,2024-01,rapid,white,Win,1300,1395,3Buzz,,Indian Game East Indian London System 3...Bg7 4.Nc3,https://www.chess.com/game/live/98514337927
2024-01-09,2024-01,rapid,black,Win,1304,1094,EnD_9,,Undefined,https://www.chess.com/game/live/98514880537
2024-01-09,2024-01,rapid,black,Win,1307,1016,chesignup,,Philidor Defense,https://www.chess.com/game/live/98515501327
2024-01-09,2024-01,rapid,white,Win,1316,1330,restycalzita,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 Bf5,https://www.chess.com/game/live/98516090465
2024-01-09,2024-01,rapid,white,Win,1324,1294,PEPELU1958,,Indian Game 2.Bf4 e6,https://www.chess.com/game/live/98535835407
2024-01-09,2024-01,rapid,white,Win,1331,1294,ChessPlayerNY62,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/98536531635
2024-01-09,2024-01,rapid,black,Win,1338,1294,you-best_2,,Vienna Game Anderssen Defense 3.Nf3 d6,https://www.chess.com/game/live/98537103021
2024-01-09,2024-01,rapid,white,Loss,1331,1374,adamecjo,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/98537182637
2024-01-09,2024-01,rapid,black,Win,1339,1332,AbrasiveMedia,,Queens Pawn Opening Accelerated London System 2...Bf5 3.e3,https://www.chess.com/game/live/98539570361
2024-01-09,2024-01,rapid,black,Loss,1331,1363,Gilg666,,Vienna Game Anderssen Defense,https://www.chess.com/game/live/98548600627
2024-01-09,2024-01,rapid,white,Win,1339,1305,BRASILVarginhaADAIR,,Englund Gambit 2.dxe5 Nc6 3.Nf3,https://www.chess.com/game/live/98549194471
2024-01-10,2024-01,rapid,white,Win,1346,1298,pramodgupta321,,Queens Pawn Opening,https://www.chess.com/game/live/98615153995
2024-01-10,2024-01,rapid,black,Win,1353,1306,jaysonalamillo,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98615661031
2024-01-10,2024-01,rapid,black,Win,1361,1337,habibiriski,72.85,Bishops Opening Boi Variation,https://www.chess.com/game/live/98616300477
2024-01-10,2024-01,rapid,white,Win,1369,1333,Kakak1225,,Old Benoni Defense 2.d5 e6,https://www.chess.com/game/live/98624785433
2024-01-10,2024-01,rapid,white,Win,1378,1405,leoibrahim99,,Englund Gambit 2.dxe5,https://www.chess.com/game/live/98625861137
2024-01-10,2024-01,rapid,black,Win,1385,1329,Pferdspringer,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/98625933279
2024-01-10,2024-01,rapid,black,Win,1392,1341,niles7,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98625979375
2024-01-10,2024-01,rapid,white,Loss,1385,1447,hermansyahlamjabat,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/98629586441
2024-01-10,2024-01,rapid,white,Loss,1377,1381,Jamshudbay,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/98637283899
2024-01-10,2024-01,rapid,black,Loss,1369,1364,kawtherm-inactive,,Bishops Opening Boi Variation 3.Nf3,https://www.chess.com/game/live/98637912143
2024-01-10,2024-01,rapid,white,Loss,1360,1336,kastambul,,Queens Pawn Opening Horwitz Defense 2.Bf4 c5,https://www.chess.com/game/live/98642213881
2024-01-11,2024-01,rapid,black,Loss,1352,1381,jesuthasandilasan,,Center Game Accepted Normal Variation,https://www.chess.com/game/live/98690696495
2024-01-11,2024-01,rapid,black,Loss,1344,1374,x-0151495241,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98704467605
2024-01-12,2024-01,rapid,white,Win,1352,1351,tuomo91910,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/98811404153
2024-01-12,2024-01,rapid,black,Loss,1343,1314,farazrocks,,Philidor Defense,https://www.chess.com/game/live/98811982761
2024-01-12,2024-01,rapid,black,Loss,1335,1359,De3b0,,Philidor Defense,https://www.chess.com/game/live/98812514149
2024-01-12,2024-01,rapid,white,Win,1341,1218,Nadimragab,,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,https://www.chess.com/game/live/98820318817
2024-01-12,2024-01,rapid,white,Win,1351,1404,Boratus,,Indian Game 2.Bf4 d6 3.Nc3,https://www.chess.com/game/live/98820829667
2024-01-12,2024-01,rapid,white,Loss,1341,1285,El-lazdy,,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,https://www.chess.com/game/live/98820998243
2024-01-12,2024-01,rapid,black,Win,1346,1206,aeldeeb7,,Philidor Defense 3.Nc3,https://www.chess.com/game/live/98821465447
2024-01-12,2024-01,rapid,white,Win,1356,1434,amirsaid03,,Queens Pawn Opening Chigorin Variation...3.Bf4 c5 4.e3 cxd4,https://www.chess.com/game/live/98822137917
2024-01-12,2024-01,rapid,black,Loss,1348,1384,tmiclea,,Kings Gambit 2...d6 3.Nf3,https://www.chess.com/game/live/98822195517
2024-01-13,2024-01,rapid,white,Loss,1340,1352,Yonatanravid,,Indian Game East Indian London System 3...Bg7 4.Nc3,https://www.chess.com/game/live/98876725959
2024-01-13,2024-01,rapid,black,Loss,1331,1310,Ahmed-Louay,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98879772631
2024-01-13,2024-01,rapid,black,Win,1339,1325,Wolf_Argon,,Kings Gambit 2...d6,https://www.chess.com/game/live/98896614699
2024-01-13,2024-01,rapid,white,Loss,1333,1420,hiroshima-nuke,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/98897174689
2024-01-13,2024-01,rapid,white,Win,1341,1328,infilms,,Dutch Defense Raphael Variation...3.Bf4 Nf6 4.e3 e6,https://www.chess.com/game/live/98902578049
2024-01-13,2024-01,rapid,black,Loss,1335,1442,altrevenge5,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/98903134137
2024-01-13,2024-01,rapid,white,Loss,1333,1664,sergiosinicin,,Englund Gambit 2.dxe5,https://www.chess.com/game/live/98909042289
2024-01-14,2024-01,rapid,white,Win,1341,1325,remon_purba307,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/98960667695
2024-01-14,2024-01,rapid,black,Loss,1334,1413,ndoh378,,Birds Opening Dutch Variation 2.Nf3,https://www.chess.com/game/live/98961319397
2024-01-14,2024-01,rapid,white,Loss,1327,1385,Mu11annad,,Dutch Defense 2.Bf4 Nf6,https://www.chess.com/game/live/98961337687
2024-01-14,2024-01,rapid,black,Win,1336,1340,Cahaya001,,English Opening Carls Bremen System 3...Bc5,https://www.chess.com/game/live/98963121431
2024-01-14,2024-01,rapid,black,Win,1343,1284,dumemequai,,Philidor Defense Exchange Variation 4.Qxd4 Nc6,https://www.chess.com/game/live/98963628523
2024-01-14,2024-01,rapid,white,Draw,1342,1310,musadiqo,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/98964374571
2024-01-14,2024-01,rapid,black,Win,1351,1362,Lastmoonfiles2,,Philidor Defense,https://www.chess.com/game/live/98964943013
2024-01-14,2024-01,rapid,white,Loss,1343,1364,Antonio_1122,,Queens Pawn Opening 1...d6 2.Bf4 g6,https://www.chess.com/game/live/98966098297
2024-01-14,2024-01,rapid,black,Win,1351,1344,kartoon21,,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bf5,https://www.chess.com/game/live/98977555519
2024-01-14,2024-01,rapid,white,Loss,1344,1381,Goran5656,,Indian Game 2.Bf4 e6,https://www.chess.com/game/live/98978622823
2024-01-14,2024-01,rapid,black,Loss,1336,1337,jarda128,,Clemenz Opening,https://www.chess.com/game/live/98981075535
2024-01-14,2024-01,rapid,white,Win,1345,1349,Sterna33,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/98984779897
2024-01-14,2024-01,rapid,black,Win,1352,1309,ioanmocea,,Van t Kruijs Opening 1...d5,https://www.chess.com/game/live/98985284421
2024-01-14,2024-01,rapid,black,Loss,1344,1367,h3manth45,,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5,https://www.chess.com/game/live/98985822105
2024-01-14,2024-01,rapid,white,Loss,1337,1393,Lvukas,,Indian Game 2.Bf4 g6 3.e3 Bg7,https://www.chess.com/game/live/98986027417
2024-01-14,2024-01,rapid,white,Win,1345,1341,amrsoliman2,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/98996025529
2024-01-14,2024-01,rapid,black,Win,1353,1347,ABANEchess,,Philidor Defense,https://www.chess.com/game/live/98996247805
2024-01-14,2024-01,rapid,black,Win,1360,1311,IYIEOW,,Nimzowitsch Larsen Attack Classical Variation 2.Bb2 Bf5 3.e3 e6,https://www.chess.com/game/live/98996835823
2024-01-14,2024-01,rapid,white,Loss,1351,1340,oskdowjsk,,Englund Gambit 2.dxe5 Nc6 3.Nf3,https://www.chess.com/game/live/98997362449
2024-01-15,2024-01,rapid,white,Loss,1343,1341,impossible123456,,Old Benoni Defense 2.d5 e6,https://www.chess.com/game/live/99033338759
2024-01-15,2024-01,rapid,white,Win,1355,1517,yogeshjha,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99033843097
2024-01-15,2024-01,rapid,black,Draw,1359,1544,dzu33,,Reti Opening 1...d5,https://www.chess.com/game/live/99034488361
2024-01-15,2024-01,rapid,black,Win,1368,1398,Allanboom,,Kings Indian Attack 2...Bf5 3.Bg2 e6,https://www.chess.com/game/live/99035720011
2024-01-15,2024-01,rapid,white,Loss,1357,1234,dhandapanijd,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 Bf5,https://www.chess.com/game/live/99036335483
2024-01-15,2024-01,rapid,white,Win,1367,1418,Sjmabotse,,Englund Gambit 2.dxe5,https://www.chess.com/game/live/99036869803
2024-01-15,2024-01,rapid,black,Loss,1358,1316,nubthebubs,,Philidor Defense 3.Nc3,https://www.chess.com/game/live/99057365329
2024-01-15,2024-01,rapid,white,Loss,1349,1333,amckn8,63.03,Indian Game 2.Bf4 g6 3.Nc3 Bg7,https://www.chess.com/game/live/99074211587
2024-01-15,2024-01,rapid,black,Loss,1340,1314,1991lionsfan,,Philidor Defense Exchange Variation 4.Nxd4 Nf6,https://www.chess.com/game/live/99074696667
2024-01-15,2024-01,rapid,black,Win,1351,1471,amirabbas1352,,Queens Gambit Declined 3.cxd5,https://www.chess.com/game/live/99084375603
2024-01-16,2024-01,rapid,white,Loss,1344,1407,pantsaredragon11,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99128735547
2024-01-16,2024-01,rapid,black,Loss,1336,1335,happyreza,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99129259355
2024-01-16,2024-01,rapid,white,Win,1343,1274,x-3601123462,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99129303445
2024-01-16,2024-01,rapid,black,Loss,1336,1378,tulasi12345,,Bishops Opening Boi Variation 3.Nc3,https://www.chess.com/game/live/99129342873
2024-01-16,2024-01,rapid,white,Win,1344,1348,KongSo,,Mieses Opening 1...d5,https://www.chess.com/game/live/99137149897
2024-01-16,2024-01,rapid,white,Loss,1335,1309,Alirezaj80,58.41,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99138257431
2024-01-16,2024-01,rapid,black,Loss,1327,1343,bambanghirman,,Bishops Opening Boi Variation,https://www.chess.com/game/live/99143778745
2024-01-16,2024-01,rapid,black,Loss,1319,1324,azhy730,,Queens Pawn Opening Zukertort Variation 2...Bf5 3.c4 e6 4.Qb3,https://www.chess.com/game/live/99156997961
2024-01-16,2024-01,rapid,white,Win,1323,1142,SutharsanKeshan,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99162253585
2024-01-16,2024-01,rapid,white,Win,1327,1103,stefandiopter,,English Defense,https://www.chess.com/game/live/99162842261
2024-01-16,2024-01,rapid,black,Win,1332,1165,sebasanty1205,,Kings Pawn Opening 1...e5,https://www.chess.com/game/live/99162966265
2024-01-16,2024-01,rapid,white,Loss,1324,1365,ishamray,,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,https://www.chess.com/game/live/99164105999
2024-01-16,2024-01,rapid,black,Win,1332,1296,Grifiswhite,,Philidor Defense 3.Nc3,https://www.chess.com/game/live/99169626039
2024-01-16,2024-01,rapid,black,Win,1340,1311,Banglabhai100,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99170690381
2024-01-16,2024-01,rapid,black,Loss,1333,1381,GrandDragon3025,,Indian Game East Indian Defense 3.a3 d5,https://www.chess.com/game/live/99170742917
2024-01-17,2024-01,rapid,white,Win,1341,1327,Victor_Timely,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/99207329051
2024-01-17,2024-01,rapid,black,Loss,1335,1429,adamsmith1h,,Van Geet Opening 1...d5,https://www.chess.com/game/live/99221045221
2024-01-17,2024-01,rapid,white,Loss,1328,1376,Bluestar2402,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/99221723683
2024-01-17,2024-01,rapid,black,Loss,1321,1373,Vinod5794,,Kings Pawn Opening Leonardis Variation,https://www.chess.com/game/live/99225345419
2024-01-17,2024-01,rapid,white,Win,1329,1322,akshaysolunke29,88.54,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99252932191
2024-01-17,2024-01,rapid,white,Loss,1320,1307,velan5,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99258974043
2024-01-17,2024-01,rapid,black,Win,1327,1283,JairCapablanca,,Queens Gambit Declined 3.cxd5,https://www.chess.com/game/live/99259419091
2024-01-17,2024-01,rapid,black,Loss,1318,1304,thequeenanne13,,Philidor Defense Exchange Variation 4.Qxd4 Nc6,https://www.chess.com/game/live/99259502847
2024-01-18,2024-01,rapid,white,Loss,1309,1303,samuelsayles,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99296070417
2024-01-18,2024-01,rapid,white,Loss,1296,1042,babayouga,,Queens Pawn Opening Horwitz Defense 2.Bf4,https://www.chess.com/game/live/99312840237
2024-01-18,2024-01,rapid,white,Win,1304,1307,the_cutestlink,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99313505053
2024-01-18,2024-01,rapid,black,Loss,1290,1100,Pabssldkdjrk,,Vienna Game Anderssen Defense,https://www.chess.com/game/live/99314129493
2024-01-18,2024-01,rapid,black,Win,1300,1367,honeybee19605,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/99331642205
2024-01-18,2024-01,rapid,white,Loss,1297,1562,mitrapraja484,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/99332652459
2024-01-19,2024-01,rapid,white,Loss,1295,1614,Psychevinj,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99379529307
2024-01-19,2024-01,rapid,black,Win,1304,1311,ibongpipit,,Philidor Defense,https://www.chess.com/game/live/99380050227
2024-01-19,2024-01,blitz,black,Loss,1068,1092,babylearnchess08,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99388260307
2024-01-19,2024-01,rapid,white,Loss,1296,1316,Christian_LE84,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99392503639
2024-01-20,2024-01,rapid,white,Loss,1287,1264,Espurbz,,Indian Game 2.Bf4 d6 3.Nc3 Nbd7,https://www.chess.com/game/live/99484903695
2024-01-20,2024-01,rapid,black,Win,1294,1233,Farmatsevt,,Nimzowitsch Defense Scandinavian Bogoljubov Variation 3...dxe4,https://www.chess.com/game/live/99511315171
2024-01-20,2024-01,rapid,black,Loss,1285,1257,Veysi44,,Kings Pawn Opening 1...e5,https://www.chess.com/game/live/99515473017
2024-01-21,2024-01,rapid,white,Win,1293,1260,DOMIDIAG,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99562941459
2024-01-21,2024-01,rapid,white,Loss,1285,1296,knv56,,Englund Gambit 2.dxe5,https://www.chess.com/game/live/99562995973
2024-01-21,2024-01,rapid,black,Win,1290,1148,Mikael2829,,Center Game Accepted Normal Variation,https://www.chess.com/game/live/99568391151
2024-01-21,2024-01,rapid,black,Loss,1280,1197,Dainius1973,,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bf5 4.e3,https://www.chess.com/game/live/99568917853
2024-01-21,2024-01,rapid,white,Win,1288,1284,TheLastHopeIsYou,,Englund Gambit 2.dxe5 Nc6 3.Nf3 Qe7,https://www.chess.com/game/live/99576804771
2024-01-21,2024-01,rapid,black,Loss,1280,1292,ivcha_rakovic,,Center Game Accepted,https://www.chess.com/game/live/99577309687
2024-01-21,2024-01,rapid,white,Win,1287,1198,tfwymgf,92.51,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bg4,https://www.chess.com/game/live/99584547517
2024-01-21,2024-01,rapid,black,Win,1296,1322,andrewstevenzz,,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5,https://www.chess.com/game/live/99585088525
2024-01-21,2024-01,rapid,white,Win,1303,1255,anand0009,,Indian Game 2.Bf4 e6,https://www.chess.com/game/live/99585206207
2024-01-21,2024-01,rapid,black,Win,1311,1301,chirrruuuu,,Queens Gambit Declined Baltic Defense 3.Nc3 e6 4.Nf3,https://www.chess.com/game/live/99586381849
2024-01-21,2024-01,rapid,white,Win,1318,1265,maydarfi,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,https://www.chess.com/game/live/99586426935
2024-01-21,2024-01,rapid,black,Loss,1312,1415,PumpkinHD,66.86,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99587043499
2024-01-21,2024-01,rapid,black,Draw,1312,1298,szymi24,,Italian Game Two Knights Modern Bishops Opening 4...h6 5.c3 d6,https://www.chess.com/game/live/99587542591
2024-01-21,2024-01,rapid,white,Loss,1305,1344,eusebiuloghin,,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,https://www.chess.com/game/live/99588680045
2024-01-21,2024-01,rapid,white,Win,1312,1263,ShinNouzen,,Dutch Defense 2.Bf4 Nf6,https://www.chess.com/game/live/99602018523
2024-01-21,2024-01,rapid,black,Loss,1303,1284,French_Perfection,,Bishops Opening Boi Variation,https://www.chess.com/game/live/99602485983
2024-01-22,2024-01,rapid,white,Win,1310,1257,NosTalGia_ATRX,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99660735659
2024-01-22,2024-01,rapid,black,Loss,1301,1285,arunvad,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99661260497
2024-01-22,2024-01,rapid,white,Win,1309,1312,Jfer321,,Englund Gambit 2.dxe5,https://www.chess.com/game/live/99661357939
2024-01-22,2024-01,rapid,black,Loss,1301,1310,Nograles,,Philidor Defense Exchange Variation 4.Nxd4 Nf6,https://www.chess.com/game/live/99661938035
2024-01-22,2024-01,rapid,white,Draw,1303,1408,khusniddin_1,,Modern Defense with 1 d4 2.Bf4 Bg7 3.e3 d6,https://www.chess.com/game/live/99672751507
2024-01-22,2024-01,rapid,black,Loss,1291,1148,trochess127,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/99673452709
2024-01-22,2024-01,rapid,black,Loss,1281,1287,hilaskarudba,,English Opening Reversed Sicilian Variation,https://www.chess.com/game/live/99678881753
2024-01-22,2024-01,rapid,white,Win,1291,1366,shervin2022,,Modern Defense with 1 d4 2.Bf4 Bg7 3.e3,https://www.chess.com/game/live/99679344925
2024-01-22,2024-01,rapid,white,Win,1296,1167,Cleffi15,,Indian Game 2.Bf4 d6 3.Nc3,https://www.chess.com/game/live/99680059347
2024-01-22,2024-01,rapid,black,Loss,1292,1479,Nigusi,,English Opening Reversed Sicilian Closed...4.Bg2 Bc5 5.e3 d6 6.Nge2,https://www.chess.com/game/live/99680645721
2024-01-22,2024-01,rapid,white,Loss,1285,1339,Cikala1971,,Queens Pawn Opening 1...d6 2.Bf4,https://www.chess.com/game/live/99685490243
2024-01-23,2024-01,rapid,white,Loss,1277,1276,Eljan7,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99767483303
2024-01-23,2024-01,rapid,black,Win,1286,1321,rafiklekhel,,Kings Pawn Opening 1...e5,https://www.chess.com/game/live/99780226057
2024-01-23,2024-01,rapid,black,Win,1292,1180,sameh480,,Van t Kruijs Opening 1...d5,https://www.chess.com/game/live/99780664147
2024-01-23,2024-01,rapid,white,Draw,1294,1386,PaPaPawer,,Queens Pawn Opening Horwitz Defense 2.Bf4 c5,https://www.chess.com/game/live/99781288899
2024-01-23,2024-01,rapid,black,Loss,1288,1379,0A12a12a,,Kings Fianchetto Opening 1...d5 2.Bg2,https://www.chess.com/game/live/99781903439
2024-01-24,2024-01,rapid,white,Win,1297,1304,EARLBRAZIL,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4,https://www.chess.com/game/live/99811279177
2024-01-24,2024-01,rapid,white,Win,1305,1278,PEDROALBERTO170481,,Queens Pawn Opening Accelerated London Steinitz Countergambit 3.e3,https://www.chess.com/game/live/99811324551
2024-01-24,2024-01,rapid,black,Draw,1306,1338,Emar_03,,Queens Gambit Declined Ragozin Alekhine Variation 5...Nc6 6.Ne5,https://www.chess.com/game/live/99811895643
2024-01-24,2024-01,rapid,black,Win,1314,1284,rezaameri1,,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5 4.Bc4,https://www.chess.com/game/live/99812497511
2024-01-24,2024-01,rapid,black,Win,1322,1310,Moali4879,,Philidor Defense Exchange Variation 4.Nxd4 Nf6,https://www.chess.com/game/live/99812566609
2024-01-24,2024-01,rapid,white,Win,1329,1286,keepupnow,,Queens Pawn Opening St George Defense,https://www.chess.com/game/live/99813104913
2024-01-24,2024-01,rapid,white,Loss,1322,1386,nikolani,,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 Bf5,https://www.chess.com/game/live/99826883239
2024-01-24,2024-01,rapid,white,Loss,1313,1304,Ingenius92,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99827573977
2024-01-24,2024-01,rapid,black,Win,1320,1272,Ari_PF,,Queens Gambit Declined,https://www.chess.com/game/live/99830548285
2024-01-24,2024-01,rapid,black,Win,1327,1282,aaldoshin,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/99831227623
2024-01-24,2024-01,rapid,white,Win,1335,1321,nikhilshetty973,,Queens Pawn Opening Mikenas Defense,https://www.chess.com/game/live/99831684849
2024-01-24,2024-01,rapid,black,Loss,1327,1326,ingatau,,Kings Pawn Opening 1...e5,https://www.chess.com/game/live/99831754709
2024-01-24,2024-01,bullet,black,Win,1372,905,jonnas16,,Bishops Opening Boi Variation,https://www.chess.com/game/live/99839554713
2024-01-24,2024-01,bullet,white,Win,1546,1412,RakkuNelis,,Englund Gambit 2.dxe5 Nc6 3.Nf3,https://www.chess.com/game/live/99839605495
2024-01-24,2024-01,bullet,black,Loss,1437,1546,tbidoc09,,Queens Pawn Opening Blackmar Blackmar Diemer Gambit 3...Nf6 4.f3 exf3 5.Nxf3,https://www.chess.com/game/live/99839636509
2024-01-24,2024-01,bullet,white,Loss,1331,1349,TeresaCherry,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/99840849067
2024-01-24,2024-01,bullet,white,Loss,1255,1291,the_crusher12,,Old Benoni Defense,https://www.chess.com/game/live/99841291029
2024-01-24,2024-01,daily,black,Loss,299,560,mysteriousgamer352,,Philidor Defense Exchange Variation 4.Qxd4 Nc6,https://www.chess.com/game/daily/611160461
2024-01-24,2024-01,rapid,black,Loss,1318,1314,oskolosi11,,Queens Pawn Opening Chigorin Alburt Defense 3.Bg5,https://www.chess.com/game/live/99846807419
2024-01-24,2024-01,rapid,black,Loss,1311,1350,Jumpersio,,Philidor Defense Exchange Variation 4.Nxd4 Nf6,https://www.chess.com/game/live/99858698617
2024-01-24,2024-01,rapid,white,Loss,1304,1359,palimpsestor,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/99859313587
2024-01-25,2024-01,rapid,black,Loss,1297,1345,EdsonGodcares,,Queens Pawn Opening Zukertort Variation 2...Bf5 3.e3,https://www.chess.com/game/live/99899517855
2024-01-25,2024-01,rapid,white,Loss,1288,1271,Aziz-1234,,English Defense,https://www.chess.com/game/live/99900182161
2024-01-25,2024-01,rapid,white,Win,1296,1262,DaVinciGode69,84.34,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 c5 4.e3,https://www.chess.com/game/live/99913285981
2024-01-25,2024-01,rapid,white,Loss,1288,1311,DhiruBhai74,,Englund Gambit 2.dxe5 Nc6 3.Nf3 Qe7,https://www.chess.com/game/live/99913943853
2024-01-25,2024-01,rapid,black,Win,1295,1245,BKLxSam97,,Vienna Game Falkbeer Mieses Variation 3...Bc5 4.Bg2 d6,https://www.chess.com/game/live/99924753407
2024-01-25,2024-01,rapid,black,Win,1304,1334,amirhekmat,,Bishops Opening Boi Variation,https://www.chess.com/game/live/99925303189
2024-01-25,2024-01,rapid,black,Win,1313,1322,ReadingPr0,,Queens Gambit Declined Queens Knight Variation 3...Bb4,https://www.chess.com/game/live/99925326447
2024-01-25,2024-01,rapid,white,Loss,1306,1344,artursahakyan,,English Defense,https://www.chess.com/game/live/99925376463
2024-01-25,2024-01,rapid,black,Loss,1297,1275,Kendi_4,,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3,https://www.chess.com/game/live/99931930711
2024-01-25,2024-01,rapid,black,Win,1305,1287,antoross,,Philidor Defense 3.Bc4,https://www.chess.com/game/live/99946458847
2024-01-26,2024-01,rapid,black,Win,1312,1267,Tomlosse,79.92,Philidor Defense 3.Bc4,https://www.chess.com/game/live/100008107457
2024-01-26,2024-01,rapid,white,Win,1319,1270,dogao07,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/100039339043
2024-01-26,2024-01,rapid,white,Win,1326,1265,Jessjvance01,78.59,Indian Game 2.Bf4 e6 3.e3 d5 4.c3,https://www.chess.com/game/live/100039930031
2024-01-26,2024-01,rapid,white,Loss,1319,1358,vetex1,,Queens Pawn Opening Accelerated London System 2...Bf5,https://www.chess.com/game/live/100040033033
2024-01-27,2024-01,rapid,black,Loss,1312,1355,illiakhomyn,67.62,London System 3...Bf5 4.e3 e6 5.Nbd2,https://www.chess.com/game/live/100073594081
2024-01-27,2024-01,rapid,white,Loss,1304,1321,svm007,,Queens Pawn Opening Accelerated London System,https://www.chess.com/game/live/100086174747
